QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5
604753.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,7.487621221765812
604819.0,Some,Not sure,Rep/Lean Rep,Moderate,50-64,College graduate+,0.4833022856262277
604931.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.21869081012990108
605095.0,Some,Not sure,Rep/Lean Rep,Moderate,50-64,Some College,0.8162643363776078
605493.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.7739356520635811
605610.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,Some College,0.3839780045403589
605785.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4921817942421262
605983.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.5899957434025324
606171.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,Some College,0.3988558028262526
606210.0,None at all,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.681740373684426
606543.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.3631146217736896
606681.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,1.9508297266954067
606761.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.9435627246607782
606763.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.4980542188736745
606764.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.28718500597209207
606777.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3485661477843309
606972.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,1.0863115202128284
607008.0,Not much,Refused,Rep/Lean Rep,Moderate,30-49,College graduate+,0.43306038470855224
607034.0,Some,Not sure,Dem/Lean Dem,Moderate,65+,Some College,1.2102100877035933
607123.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.3845194120995435
607173.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,1.3029663147392678
607371.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.6540631215975309
607375.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.31700773711954594
607419.0,Not much,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.2228900847276511
607425.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,1.0880431332519382
607772.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.36934720700493145
608020.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39372221398309404
608090.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,30-49,Some College,1.4276816570070754
608170.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2326032419849029
608423.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.28330752853283125
608491.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,Some College,3.8215926911384543
608523.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,1.1245295055392779
608766.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,Some College,1.5828548357566965
608913.0,Not much,Refused,Dem/Lean Dem,Conservative,50-64,H.S. graduate or less,5.070489350073443
608938.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.443633134753424
608960.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.35202299616376354
608988.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.4727616590053772
609379.0,None at all,Not sure,Dem/Lean Dem,Liberal,65+,Some College,0.3109262689363723
609423.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.3262649169600645
609483.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.23421344886813583
609695.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5560577221339493
610032.0,A lot,Not sure,DK/Refused/No lean,Very liberal,30-49,College graduate+,1.0306040532315055
610035.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.23406152966909013
610144.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.36032953440962434
610209.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
610217.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,1.046334170243871
610276.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
610281.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.8282764100684317
610307.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4898943456222849
610480.0,A lot,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.3613555868673831
610582.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.2294429594368617
610638.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,College graduate+,0.33819114764742814
610791.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.349945435148629
610814.0,None at all,Not sure,Dem/Lean Dem,Conservative,50-64,College graduate+,1.112020137530681
610816.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,Some College,0.34334777888040935
611089.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2777265934065198
611152.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,Some College,0.6803716150265283
611360.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.46635405590130463
611382.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4568692162401136
611707.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,65+,Some College,3.3974720968255587
612133.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.8818383272668753
612265.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.20313757190989004
612280.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,1.008594869048371
612332.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,1.0112367598740328
612461.0,None at all,Not sure,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,1.453750023342445
612705.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,4.246432312141294
612923.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.5734409404760061
613053.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,H.S. graduate or less,2.3305678998545267
613070.0,Some,Not sure,Rep/Lean Rep,Moderate,65+,Some College,0.884522665575274
613169.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.31700773711954594
613194.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.5575009957315467
613225.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.4572782227327717
613269.0,Not much,Refused,Rep/Lean Rep,Conservative,65+,Some College,0.575259486340905
613271.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.2541918555187609
613373.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,H.S. graduate or less,1.8156215544106025
613750.0,Some,Not sure,Rep/Lean Rep,Very conservative,65+,Some College,0.908028761407938
613751.0,A lot,Not sure,Rep/Lean Rep,Very conservative,65+,Refused,1.008594869048371
613760.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,1.2859401463374946
613816.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.5052504561221298
613892.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.6504421327801689
613898.0,Some,Refused,Dem/Lean Dem,Moderate,65+,Some College,0.8383526526581694
614200.0,Some,Not sure,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,7.487621221765812
614264.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Refused,1.5288821178170067
614281.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.21434573153990272
614417.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.44661595831531015
614506.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,0.4833022856262277
614833.0,Some,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.37995031658406214
614875.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.561078032636311
614974.0,Not much,Not sure,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.6281830345909123
615074.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3111994945422469
615140.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,Some College,1.0829363022838387
615441.0,Not much,Not sure,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,6.230022831369993
615641.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.49322320491043264
615814.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.14229053179259704
615859.0,A lot,Not sure,Rep/Lean Rep,Moderate,18-29,College graduate+,1.519051326551914
616019.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,65+,H.S. graduate or less,1.5840329905034913
616040.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,Some College,0.8337974768967847
616240.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.5028534845628456
616405.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.21076401771962838
616589.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5511459915619661
616800.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.6006629324947529
616855.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.4332216541457245
616985.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.1733524046788073
617159.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.5842854574937026
617222.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.4382791325939977
617352.0,Not much,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.7146041181199958
617371.0,Not much,Not sure,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,4.863915605718132
617462.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.6933105294642256
617716.0,None at all,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,2.7377549251255617
617761.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39277896836882886
617792.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,Some College,2.296600880947024
617799.0,A lot,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.47757744280896663
617915.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,1.4295403210379065
617960.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.1736387868781288
618252.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,0.6698218590489466
618253.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.46454444474580187
618556.0,None at all,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,1.217253848605163
618579.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.36364165075548666
618581.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.5899957434025324
618612.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.4349346216352827
618613.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.440794797067075
619157.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,Some College,0.884522665575274
619228.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,50-64,Some College,0.5245027319346779
619330.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.25388145218594155
619440.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.2763450083576254
619452.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.28681393797046795
619716.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,5.409791746123207
619791.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.3723425836642471
619874.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4035297139437975
620279.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,2.0748938954431426
620937.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.32127104808653617
621140.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.40224114742049477
621474.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,50-64,College graduate+,2.0562098174388197
621821.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,0.5560577221339493
621834.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,Some College,0.4252600385201371
622063.0,Not much,Not sure,Rep/Lean Rep,Conservative,50-64,Some College,0.3715027533441242
622293.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.575242611489201
622345.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.4201622708572814
622422.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,3.7191120190218716
622469.0,Some,Not sure,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3111994945422469
622762.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4921817942421262
622962.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.39694540601529216
623183.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2326032419849029
623239.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.16952634911363323
623304.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.6325528009895071
623624.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Moderate,65+,Some College,0.3361813927087328
623650.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.43822262183571187
623673.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.9624100156177311
623703.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.7518358394964704
623716.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.341413577213554
623757.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.7414053512445121
623771.0,None at all,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,3.2307996684714717
624476.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.432203126966449
624479.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,3.185399473119678
624621.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.28380231851871496
624681.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,3.0929301419388313
624754.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.6251091466737874
625237.0,None at all,Not sure,Rep/Lean Rep,Moderate,18-29,College graduate+,1.1804709196389767
625291.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.081314223269206
625357.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,1.3573854898708604
625455.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,College graduate+,0.49712288330504906
